PRINT-SPACINGS

/data/ryle/CYGNUSX1-990913/s15


 CYGNUSX1-990913  centred on  CYGNUS-X1                                         
 Merge of all spacings from AE 1-5/1-5                                          
 Samples From:    1   ST: 17.40.08   UT: 18.10   LSF buffer:    1               
           To: 1788   ST: 21.59.44   UT: 22.29   LSF buffer: 1788               

 Modified Julian date 51434.00  at 0h on 13 Sep 99

      ST         UT        cos            sin            amp        phase
20.01.12   20.31.37   -0.42639E-02    0.60186E-02    0.73759E-02    125.3
20.01.20   20.31.45   -0.26928E-02    0.71075E-02    0.76005E-02    110.8
20.01.28   20.31.53   -0.33979E-02   -0.10790E-01    0.11312E-01   -107.5
20.01.36   20.32.01   -0.13038E-02    0.38233E-02    0.40395E-02    108.8
20.01.44   20.32.09   -0.90641E-02   -0.61479E-02    0.10952E-01   -145.9
20.01.52   20.32.17   -0.89324E-02   -0.72141E-02    0.11482E-01   -141.1
20.02.00   20.32.25    0.12411E-01   -0.27343E-03    0.12414E-01     -1.3
20.02.08   20.32.33   -0.64723E-02    0.22022E-03    0.64760E-02    178.1
20.02.16   20.32.41   -0.52428E-02   -0.12348E-01    0.13415E-01   -113.0
20.02.24   20.32.49    0.17759E-01    0.30899E-02    0.18025E-01      9.9
20.02.32   20.32.57   -0.84489E-02    0.92046E-03    0.84989E-02    173.8
20.02.40   20.33.05   -0.41877E-02   -0.57093E-02    0.70804E-02   -126.3
20.02.48   20.33.13   -0.85886E-02    0.42905E-02    0.96006E-02    153.5
20.02.56   20.33.21    0.29761E-01    0.10196E-01    0.31459E-01     18.9
20.03.04   20.33.29   -0.66054E-02   -0.10212E-02    0.66839E-02   -171.2
20.03.12   20.33.37    0.10700E-01   -0.56966E-02    0.12122E-01    -28.0
20.03.20   20.33.45    0.53234E-02   -0.19573E-01    0.20284E-01    -74.8
20.03.28   20.33.53    0.28136E-01   -0.10433E-01    0.30008E-01    -20.3
20.03.36   20.34.01    0.23409E-01   -0.73881E-03    0.23420E-01     -1.8
20.03.44   20.34.09    0.10256E-01   -0.68021E-02    0.12307E-01    -33.6
20.03.52   20.34.17   -0.26797E-03   -0.17490E-01    0.17492E-01    -90.9
20.04.00   20.34.25    0.11702E-01    0.13438E-02    0.11779E-01      6.6
20.06.48   20.37.12         0.             0.             0.          0.0
20.06.56   20.37.20         0.             0.             0.          0.0
20.07.04   20.37.28         0.             0.             0.          0.0
20.07.12   20.37.36         0.             0.             0.          0.0
20.07.20   20.37.44    0.18303E-02    0.21864E-01    0.21941E-01     85.2
20.07.28   20.37.52    0.53046E-02   -0.52185E-01    0.52454E-01    -84.2
20.07.36   20.38.00    0.15046E-01    0.10589E-02    0.15083E-01      4.0
20.07.44   20.38.08   -0.53855E-02   -0.22995E-01    0.23617E-01   -103.2
20.07.52   20.38.16    0.15837E-01   -0.48477E-03    0.15845E-01     -1.8
20.08.00   20.38.24    0.18539E-01    0.18505E-01    0.26194E-01     44.9
20.08.08   20.38.32   -0.36794E-02   -0.34240E-02    0.50261E-02   -137.1
20.08.16   20.38.40   -0.37998E-02    0.48378E-03    0.38304E-02    172.7
20.08.24   20.38.48   -0.88132E-02   -0.57972E-02    0.10549E-01   -146.7
20.08.32   20.38.56    0.16647E-02   -0.36077E-02    0.39732E-02    -65.2
20.08.40   20.39.04    0.24732E-01   -0.12739E-01    0.27821E-01    -27.3
20.08.48   20.39.12    0.70510E-02    0.13537E-01    0.15263E-01     62.5
20.08.56   20.39.20    0.11820E-02    0.51982E-02    0.53309E-02     77.2
20.09.04   20.39.28    0.18097E-01    0.21069E-01    0.27774E-01     49.3
20.09.12   20.39.36    0.12052E-01   -0.28415E-02    0.12382E-01    -13.3
20.09.20   20.39.44   -0.67970E-02    0.41617E-02    0.79699E-02    148.5
20.09.28   20.39.52   -0.74278E-02    0.68783E-02    0.10123E-01    137.2
20.09.36   20.40.00    0.30844E-01   -0.13519E-01    0.33677E-01    -23.7
20.09.44   20.40.08   -0.51149E-02   -0.20230E-01    0.20867E-01   -104.2
20.09.52   20.40.16    0.75245E-02   -0.67957E-02    0.10139E-01    -42.1
20.10.00   20.40.24    0.72473E-02    0.33807E-02    0.79970E-02     25.0
20.10.08   20.40.32    0.26421E-01   -0.15237E-01    0.30500E-01    -30.0
20.10.16   20.40.40    0.15949E-01   -0.13606E-01    0.20965E-01    -40.5
20.10.24   20.40.48    0.14034E-01   -0.66778E-02    0.15542E-01    -25.4
20.10.32   20.40.56   -0.23792E-02    0.63021E-02    0.67363E-02    110.7
20.10.40   20.41.04   -0.14078E-01   -0.84448E-02    0.16417E-01   -149.0
20.10.48   20.41.12    0.11325E-01   -0.16781E-01    0.20245E-01    -56.0
20.10.56   20.41.20   -0.12016E-01    0.10744E-01    0.16119E-01    138.2
20.11.04   20.41.28    0.25802E-01    0.29047E-01    0.38852E-01     48.4
20.11.12   20.41.36    0.82820E-02   -0.51645E-03    0.82981E-02     -3.6
20.11.20   20.41.44    0.24967E-01   -0.21283E-02    0.25058E-01     -4.9
20.11.28   20.41.52   -0.37923E-02    0.15291E-01    0.15754E-01    103.9
20.11.36   20.42.00   -0.31399E-02   -0.14084E-01    0.14430E-01   -102.6
20.11.44   20.42.08    0.47539E-02   -0.11604E-01    0.12540E-01    -67.7
20.11.52   20.42.16    0.79623E-02    0.16907E-02    0.81398E-02     12.0
20.12.00   20.42.24   -0.81882E-02    0.45647E-02    0.93746E-02    150.9
20.12.08   20.42.32    0.20195E-01    0.78146E-02    0.21654E-01     21.2
20.12.16   20.42.40    0.71165E-02    0.62559E-02    0.94753E-02     41.3
20.12.24   20.42.48    0.62077E-03   -0.13788E-01    0.13802E-01    -87.4
20.12.32   20.42.56    0.12964E-02    0.49137E-02    0.50819E-02     75.2
20.12.40   20.43.04    0.15880E-01    0.37527E-02    0.16318E-01     13.3
20.12.48   20.43.12    0.16611E-01   -0.73539E-02    0.18166E-01    -23.9
20.12.56   20.43.19    0.22421E-01    0.19528E-02    0.22506E-01      5.0
20.13.04   20.43.27   -0.56639E-02   -0.49496E-02    0.75218E-02   -138.9
20.13.12   20.43.35   -0.51527E-02   -0.23223E-01    0.23787E-01   -102.5
20.13.20   20.43.43    0.37578E-02    0.12401E-01    0.12958E-01     73.1
20.13.28   20.43.51    0.29720E-01    0.31475E-02    0.29886E-01      6.0
20.13.36   20.43.59    0.13658E-01    0.12664E-01    0.18626E-01     42.8
20.13.44   20.44.07    0.33608E-02   -0.73320E-02    0.80655E-02    -65.4
20.13.52   20.44.15    0.93625E-02    0.11827E-01    0.15084E-01     51.6
20.14.00   20.44.23   -0.13947E-01    0.17230E-02    0.14053E-01    173.0
20.14.08   20.44.31    0.12244E-01   -0.90605E-02    0.15232E-01    -36.5
20.14.16   20.44.39    0.23082E-01    0.13384E-01    0.26681E-01     30.1
20.14.24   20.44.47    0.18122E-01    0.68678E-03    0.18135E-01      2.2
20.14.32   20.44.55    0.14819E-01   -0.46274E-02    0.15524E-01    -17.3
20.14.40   20.45.03    0.20771E-01    0.13292E-02    0.20814E-01      3.7
20.14.48   20.45.11    0.13271E-01   -0.10357E-01    0.16834E-01    -38.0
20.14.56   20.45.19    0.39147E-02   -0.63085E-02    0.74244E-02    -58.2
20.15.04   20.45.27    0.10262E-01   -0.12703E-02    0.10340E-01     -7.1
20.15.12   20.45.35    0.86782E-02    0.71711E-02    0.11258E-01     39.6
20.15.20   20.45.43   -0.31615E-02   -0.97943E-03    0.33097E-02   -162.8
20.15.28   20.45.51    0.61172E-03    0.45729E-02    0.46136E-02     82.4
20.15.36   20.45.59    0.13296E-01    0.68390E-03    0.13313E-01      2.9
20.15.44   20.46.07   -0.47749E-02   -0.54815E-02    0.72695E-02   -131.1
20.15.52   20.46.15    0.12546E-01   -0.85627E-02    0.15189E-01    -34.3
20.16.00   20.46.23    0.13051E-01    0.78544E-02    0.15232E-01     31.0
20.16.08   20.46.31    0.13259E-01    0.12040E-01    0.17910E-01     42.2
20.16.16   20.46.39    0.44781E-02   -0.90423E-02    0.10090E-01    -63.7
20.16.24   20.46.47    0.17437E-01    0.13174E-01    0.21854E-01     37.1
20.16.32   20.46.55   -0.49124E-02   -0.68643E-02    0.84410E-02   -125.6
20.16.40   20.47.03    0.18845E-01   -0.11725E-01    0.22195E-01    -31.9
20.16.48   20.47.11    0.55563E-02    0.63435E-02    0.84328E-02     48.8
20.16.56   20.47.19   -0.36154E-02   -0.12477E-01    0.12990E-01   -106.2
20.17.04   20.47.27   -0.31990E-03   -0.77471E-02    0.77537E-02    -92.4
20.17.12   20.47.35    0.20750E-01    0.17845E-02    0.20826E-01      4.9
20.17.20   20.47.43    0.21816E-01   -0.13143E-01    0.25469E-01    -31.1
20.17.28   20.47.51    0.17228E-01   -0.10149E-01    0.19995E-01    -30.5
20.17.36   20.47.59   -0.53207E-02   -0.10655E-01    0.11910E-01   -116.5
20.17.44   20.48.07    0.67150E-02   -0.18518E-01    0.19698E-01    -70.1
20.17.52   20.48.15   -0.39437E-03   -0.15313E-03    0.42306E-03   -158.8
20.18.00   20.48.23    0.23809E-01   -0.74576E-02    0.24949E-01    -17.4
20.18.08   20.48.31   -0.96398E-02    0.43984E-02    0.10596E-01    155.5
20.18.16   20.48.39   -0.52378E-02   -0.10555E-01    0.11783E-01   -116.4
20.18.24   20.48.47    0.20787E-01   -0.44978E-02    0.21268E-01    -12.2
20.18.32   20.48.55   -0.71234E-02   -0.85166E-02    0.11103E-01   -129.9
20.18.40   20.49.03    0.17415E-01    0.11817E-01    0.21046E-01     34.2
20.18.48   20.49.11   -0.62990E-02   -0.34782E-02    0.71955E-02   -151.1
20.18.56   20.49.19    0.56626E-02    0.79182E-02    0.97346E-02     54.4
20.19.04   20.49.26    0.17234E-01   -0.22836E-01    0.28609E-01    -53.0
20.19.12   20.49.34    0.13862E-01    0.88404E-02    0.16441E-01     32.5
20.19.20   20.49.42    0.12061E-01    0.40557E-02    0.12725E-01     18.6
20.19.28   20.49.50   -0.38311E-02   -0.47943E-02    0.61370E-02   -128.6
20.19.36   20.49.58    0.14421E-01   -0.27143E-01    0.30736E-01    -62.0
20.19.44   20.50.06   -0.95434E-02   -0.17588E-02    0.97041E-02   -169.6
20.19.52   20.50.14    0.11823E-01    0.11971E-01    0.16825E-01     45.4
20.20.00   20.50.22    0.12795E-01    0.59577E-02    0.14114E-01     25.0
20.20.08   20.50.30   -0.10443E-01    0.12283E-01    0.16122E-01    130.4
20.20.16   20.50.38    0.22749E-01    0.11156E-01    0.25338E-01     26.1
20.20.24   20.50.46    0.32014E-01   -0.32385E-02    0.32178E-01     -5.8
20.20.32   20.50.54   -0.61322E-02   -0.30187E-03    0.61396E-02   -177.2
20.20.40   20.51.02    0.21272E-01   -0.73431E-02    0.22504E-01    -19.0
20.20.48   20.51.10    0.85830E-02    0.21151E-02    0.88398E-02     13.8
20.20.56   20.51.18    0.11396E-01   -0.11466E-01    0.16166E-01    -45.2
20.21.04   20.51.26    0.51419E-02   -0.80905E-03    0.52051E-02     -8.9
20.21.12   20.51.34    0.17842E-01   -0.96296E-02    0.20275E-01    -28.4
20.21.20   20.51.42   -0.12814E-01   -0.74194E-02    0.14807E-01   -149.9
20.21.28   20.51.50    0.20219E-02   -0.70967E-02    0.73791E-02    -74.1
20.21.36   20.51.58   -0.42573E-03   -0.33333E-02    0.33604E-02    -97.3
20.21.44   20.52.06    0.12616E-01   -0.24302E-01    0.27382E-01    -62.6
20.21.52   20.52.14   -0.65500E-02   -0.10413E-01    0.12302E-01   -122.2
20.22.00   20.52.22    0.12061E-02    0.89844E-02    0.90650E-02     82.4
20.22.08   20.52.30    0.55096E-02   -0.41921E-02    0.69231E-02    -37.3
20.22.16   20.52.38   -0.15128E-01    0.64713E-02    0.16454E-01    156.8
20.22.24   20.52.46    0.13660E-01   -0.21693E-01    0.25636E-01    -57.8
20.22.32   20.52.54    0.92513E-02    0.39123E-02    0.10045E-01     22.9
20.22.40   20.53.02    0.17739E-01   -0.45460E-03    0.17745E-01     -1.5
20.22.48   20.53.10    0.24309E-01   -0.81070E-02    0.25626E-01    -18.4
20.22.56   20.53.18    0.41697E-02   -0.48419E-02    0.63899E-02    -49.3
20.23.04   20.53.26   -0.44696E-02    0.34959E-02    0.56744E-02    142.0
20.23.12   20.53.34    0.25152E-01    0.15878E-01    0.29744E-01     32.3
20.23.20   20.53.42    0.67200E-02    0.46908E-02    0.81953E-02     34.9
20.23.28   20.53.50    0.14047E-01    0.16355E-02    0.14142E-01      6.6
20.23.36   20.53.58    0.12643E-01    0.92538E-02    0.15668E-01     36.2
20.23.44   20.54.06    0.11502E-01   -0.28088E-02    0.11840E-01    -13.7
20.23.52   20.54.14    0.34434E-02   -0.10480E-01    0.11031E-01    -71.8
20.24.00   20.54.22    0.37305E-02    0.50451E-02    0.62746E-02     53.5
20.24.08   20.54.30   -0.68756E-02   -0.33532E-02    0.76497E-02   -154.0
20.24.16   20.54.38    0.38230E-02    0.58943E-02    0.70256E-02     57.0
20.24.24   20.54.46    0.25099E-01    0.29933E-02    0.25277E-01      6.8
20.24.32   20.54.54    0.18519E-01    0.93677E-02    0.20753E-01     26.8
20.24.40   20.55.02    0.91578E-02   -0.20257E-01    0.22231E-01    -65.7
20.24.48   20.55.10    0.88364E-02    0.52471E-02    0.10277E-01     30.7
20.24.56   20.55.18    0.77963E-02   -0.52927E-02    0.94231E-02    -34.2
20.25.04   20.55.26   -0.18292E-03   -0.14396E-01    0.14397E-01    -90.7
20.25.12   20.55.33    0.63252E-02   -0.81216E-02    0.10294E-01    -52.1
20.25.20   20.55.41    0.60928E-02   -0.97487E-02    0.11496E-01    -58.0
20.25.28   20.55.49    0.92676E-02   -0.11349E-02    0.93368E-02     -7.0
20.25.36   20.55.57   -0.51007E-02   -0.15583E-02    0.53334E-02   -163.0
20.25.44   20.56.05    0.22377E-01    0.68470E-02    0.23401E-01     17.0
20.25.52   20.56.13    0.18589E-01    0.93971E-03    0.18612E-01      2.9
20.26.00   20.56.21   -0.55421E-02   -0.62816E-02    0.83769E-02   -131.4
20.26.08   20.56.29   -0.25734E-02   -0.58765E-03    0.26397E-02   -167.1
20.26.16   20.56.37    0.53215E-02    0.12209E-02    0.54598E-02     12.9
20.26.24   20.56.45    0.20826E-02    0.36498E-02    0.42022E-02     60.3
20.26.32   20.56.53   -0.57757E-02    0.67667E-02    0.88965E-02    130.5
20.26.40   20.57.01    0.23329E-01   -0.51014E-02    0.23880E-01    -12.3
20.26.48   20.57.09    0.48856E-02   -0.42678E-02    0.64872E-02    -41.1
20.26.56   20.57.17    0.29244E-01   -0.15008E-01    0.32870E-01    -27.2
20.27.04   20.57.25   -0.92790E-03    0.19690E-02    0.21767E-02    115.2
20.27.12   20.57.33   -0.10288E-01    0.73621E-02    0.12651E-01    144.4
20.27.20   20.57.41   -0.13670E-01    0.42366E-03    0.13677E-01    178.2
20.27.28   20.57.49    0.59156E-02   -0.71485E-03    0.59586E-02     -6.9
20.27.36   20.57.57    0.13261E-01   -0.95699E-02    0.16354E-01    -35.8
20.27.44   20.58.05    0.25786E-02   -0.99063E-02    0.10236E-01    -75.4
20.27.52   20.58.13   -0.33052E-02    0.56572E-02    0.65519E-02    120.3
20.28.00   20.58.21    0.20430E-01    0.56589E-02    0.21199E-01     15.5
20.28.08   20.58.29   -0.83889E-02    0.18484E-01    0.20298E-01    114.4
20.28.16   20.58.37    0.58101E-02   -0.15325E-01    0.16389E-01    -69.2
20.28.24   20.58.45    0.74610E-02   -0.78545E-02    0.10833E-01    -46.5
20.28.32   20.58.53   -0.71850E-02    0.63263E-02    0.95732E-02    138.6
20.28.40   20.59.01    0.10830E-01   -0.88761E-02    0.14003E-01    -39.3
20.28.48   20.59.09    0.70824E-02    0.94590E-02    0.11817E-01     53.2
20.28.56   20.59.17    0.38447E-02    0.44965E-02    0.59161E-02     49.5
20.29.04   20.59.25    0.32426E-02    0.10582E-01    0.11067E-01     73.0
20.29.12   20.59.33    0.24752E-01    0.96393E-03    0.24771E-01      2.2
20.29.20   20.59.41    0.12782E-01    0.18462E-01    0.22455E-01     55.3
20.29.28   20.59.49    0.98261E-03    0.20711E-02    0.22924E-02     64.6
20.29.36   20.59.57    0.16304E-01   -0.11928E-01    0.20201E-01    -36.2
20.29.44   21.00.05    0.13078E-01    0.10658E-03    0.13078E-01      0.5
20.29.52   21.00.13    0.96896E-02    0.14840E-01    0.17723E-01     56.9
20.30.00   21.00.21    0.98817E-02    0.23486E-02    0.10157E-01     13.4
20.30.08   21.00.29    0.35829E-02    0.14710E-01    0.15140E-01     76.3
20.30.16   21.00.37    0.12619E-01   -0.64499E-02    0.14172E-01    -27.1
20.30.24   21.00.45   -0.21925E-01   -0.50262E-02    0.22494E-01   -167.1
20.30.32   21.00.53    0.60030E-02   -0.64434E-02    0.88064E-02    -47.0
20.30.40   21.01.01   -0.42252E-02    0.10285E-01    0.11119E-01    112.3
20.30.48   21.01.09    0.22584E-01    0.30673E-02    0.22792E-01      7.7
20.30.56   21.01.17    0.51293E-02    0.71012E-02    0.87599E-02     54.2
20.31.04   21.01.25   -0.26188E-01    0.82382E-02    0.27453E-01    162.5
20.31.12   21.01.32    0.30949E-02   -0.52777E-02    0.61182E-02    -59.6
20.31.20   21.01.40    0.11292E-01   -0.18535E-01    0.21704E-01    -58.6
20.31.28   21.01.48   -0.80641E-04   -0.56255E-02    0.56261E-02    -90.8
20.31.36   21.01.56    0.37191E-02   -0.10354E-02    0.38605E-02    -15.6
20.31.44   21.02.04   -0.53336E-02    0.95664E-02    0.10953E-01    119.1
20.31.52   21.02.12    0.20786E-01   -0.33271E-02    0.21050E-01     -9.1
20.32.00   21.02.20    0.94144E-02    0.65615E-02    0.11475E-01     34.9
20.32.08   21.02.28    0.23317E-01   -0.98024E-02    0.25294E-01    -22.8
20.32.16   21.02.36   -0.39895E-02   -0.17938E-02    0.43742E-02   -155.8
20.32.24   21.02.44   -0.11905E-02    0.13453E-01    0.13505E-01     95.1
20.32.32   21.02.52   -0.19643E-01    0.10730E-01    0.22383E-01    151.4
20.32.40   21.03.00   -0.21834E-01    0.12716E-02    0.21871E-01    176.7
20.32.48   21.03.08    0.14960E-01   -0.96652E-02    0.17811E-01    -32.9
20.32.56   21.03.16    0.13223E-01   -0.65688E-02    0.14764E-01    -26.4
20.33.04   21.03.24    0.20141E-01    0.25583E-02    0.20303E-01      7.2
20.33.12   21.03.32    0.42691E-02   -0.66638E-02    0.79140E-02    -57.4
20.33.20   21.03.40   -0.19807E-01    0.19327E-01    0.27674E-01    135.7
20.36.08   21.06.28         0.             0.             0.          0.0
20.36.16   21.06.36         0.             0.             0.          0.0
20.36.24   21.06.44         0.             0.             0.          0.0
20.36.32   21.06.52         0.             0.             0.          0.0
20.36.40   21.07.00    0.10691E-01   -0.43708E-03    0.10700E-01     -2.3
20.36.48   21.07.08   -0.85565E-02    0.10007E-01    0.13167E-01    130.5
20.36.56   21.07.16    0.70121E-02   -0.18175E-01    0.19480E-01    -68.9
20.37.04   21.07.24    0.38552E-02    0.50628E-02    0.63635E-02     52.7
20.37.12   21.07.32    0.84772E-02   -0.10788E-01    0.13720E-01    -51.8
20.37.20   21.07.39    0.19674E-01    0.58344E-02    0.20521E-01     16.5
20.37.28   21.07.47   -0.32359E-02    0.16854E-02    0.36485E-02    152.5
20.37.36   21.07.55    0.13772E-01    0.15325E-02    0.13857E-01      6.3
20.37.44   21.08.03   -0.10230E-01   -0.41826E-02    0.11052E-01   -157.8
20.37.52   21.08.11    0.76018E-02   -0.54919E-02    0.93781E-02    -35.8
20.38.00   21.08.19    0.47068E-02   -0.49370E-02    0.68211E-02    -46.4
20.38.08   21.08.27    0.48690E-02    0.72790E-02    0.87574E-02     56.2
20.38.16   21.08.35    0.13954E-01   -0.16611E-01    0.21694E-01    -50.0
20.38.24   21.08.43    0.52492E-02    0.42502E-02    0.67542E-02     39.0
20.38.32   21.08.51    0.41073E-02   -0.60337E-02    0.72990E-02    -55.8
20.38.40   21.08.59    0.13573E-01    0.11066E-01    0.17512E-01     39.2
20.38.48   21.09.07    0.16438E-01    0.76921E-02    0.18149E-01     25.1
20.38.56   21.09.15    0.92988E-02    0.94646E-02    0.13268E-01     45.5
20.39.04   21.09.23   -0.28179E-03   -0.54660E-02    0.54732E-02    -93.0
20.39.12   21.09.31    0.10710E-01   -0.26818E-03    0.10713E-01     -1.4
20.39.20   21.09.39   -0.10848E-01    0.11094E-01    0.15516E-01    134.4
20.39.28   21.09.47    0.11188E-01    0.18586E-01    0.21694E-01     59.0
20.39.36   21.09.55    0.85770E-02    0.16263E-01    0.18386E-01     62.2
20.39.44   21.10.03   -0.44295E-02   -0.22604E-02    0.49729E-02   -153.0
20.39.52   21.10.11    0.68753E-02    0.18966E-01    0.20174E-01     70.1
20.40.00   21.10.19    0.12530E-01   -0.95452E-02    0.15752E-01    -37.3
20.40.08   21.10.27    0.12431E-01   -0.47008E-02    0.13291E-01    -20.7
20.40.16   21.10.35    0.35069E-02    0.79273E-02    0.86684E-02     66.1
20.40.24   21.10.43   -0.14856E-02    0.16906E-02    0.22506E-02    131.3
20.40.32   21.10.51    0.19931E-02   -0.40686E-03    0.20342E-02    -11.5
20.40.40   21.10.59    0.37111E-03    0.70275E-02    0.70373E-02     87.0
20.40.48   21.11.07   -0.70806E-02    0.89168E-02    0.11386E-01    128.5
20.40.56   21.11.15    0.14552E-01    0.25492E-03    0.14554E-01      1.0
20.41.04   21.11.23    0.17063E-01   -0.65574E-02    0.18279E-01    -21.0
20.41.12   21.11.31    0.24258E-01    0.18638E-01    0.30591E-01     37.5
20.41.20   21.11.39    0.89909E-02    0.14608E-02    0.91088E-02      9.2
20.41.28   21.11.47   -0.11790E-01    0.47638E-02    0.12716E-01    158.0
20.41.36   21.11.55    0.24156E-01    0.17541E-01    0.29853E-01     36.0
20.41.44   21.12.03    0.16165E-01    0.36288E-02    0.16567E-01     12.7
20.41.52   21.12.11    0.11732E-01    0.35383E-02    0.12254E-01     16.8
20.42.00   21.12.19    0.11885E-01    0.18257E-01    0.21784E-01     56.9
20.42.08   21.12.27    0.21967E-01    0.45621E-03    0.21972E-01      1.2
20.42.16   21.12.35    0.13472E-01   -0.75000E-02    0.15419E-01    -29.1
20.42.24   21.12.43   -0.69926E-02    0.15250E-02    0.71569E-02    167.7
20.42.32   21.12.51    0.35213E-02   -0.12270E-01    0.12765E-01    -74.0
20.42.40   21.12.59   -0.10141E-02    0.12170E-01    0.12212E-01     94.8
20.42.48   21.13.07   -0.14205E-01    0.37730E-02    0.14697E-01    165.1
20.42.56   21.13.15    0.78666E-02    0.25207E-02    0.82606E-02     17.8
20.43.04   21.13.23   -0.14039E-01   -0.60450E-02    0.15285E-01   -156.7
20.43.12   21.13.31    0.13077E-01    0.12587E-01    0.18150E-01     43.9
20.43.20   21.13.39    0.30582E-01   -0.67730E-02    0.31323E-01    -12.5
20.43.28   21.13.46    0.11654E-01   -0.24980E-02    0.11918E-01    -12.1
20.43.36   21.13.54    0.11002E-01   -0.19400E-03    0.11004E-01     -1.0
20.43.44   21.14.02    0.70290E-02    0.91708E-02    0.11555E-01     52.5
20.43.52   21.14.10    0.99278E-02   -0.32808E-03    0.99332E-02     -1.9
20.44.00   21.14.18   -0.85961E-02   -0.31527E-02    0.91560E-02   -159.9
20.44.08   21.14.26    0.17824E-02   -0.13469E-02    0.22341E-02    -37.1
20.44.16   21.14.34    0.46748E-02   -0.18577E-01    0.19156E-01    -75.9
20.44.24   21.14.42    0.74842E-02    0.12444E-01    0.14521E-01     59.0
20.44.32   21.14.50    0.20740E-01   -0.17302E-02    0.20813E-01     -4.8
20.44.40   21.14.58    0.59127E-02   -0.68183E-02    0.90249E-02    -49.1
20.44.48   21.15.06   -0.16346E-02   -0.68106E-02    0.70040E-02   -103.5
20.44.56   21.15.14   -0.39521E-02    0.56105E-02    0.68627E-02    125.2
20.45.04   21.15.22    0.27335E-01   -0.15035E-01    0.31197E-01    -28.8
20.45.12   21.15.30    0.18048E-02    0.34416E-02    0.38862E-02     62.3
20.45.20   21.15.38   -0.12203E-02   -0.66773E-02    0.67879E-02   -100.4
20.45.28   21.15.46    0.28627E-01    0.13777E-02    0.28660E-01      2.8
20.45.36   21.15.54    0.84728E-02   -0.58468E-02    0.10294E-01    -34.6
20.45.44   21.16.02    0.17321E-01   -0.94759E-02    0.19744E-01    -28.7
20.45.52   21.16.10   -0.88958E-02   -0.76946E-02    0.11762E-01   -139.1
20.46.00   21.16.18    0.15704E-01   -0.36172E-03    0.15708E-01     -1.3
20.46.08   21.16.26    0.33695E-02    0.32973E-02    0.47144E-02     44.4
20.46.16   21.16.34    0.13777E-01   -0.48806E-02    0.14616E-01    -19.5
20.46.24   21.16.42   -0.20001E-02    0.90743E-02    0.92921E-02    102.4
20.46.32   21.16.50    0.18290E-01    0.14353E-01    0.23249E-01     38.1
20.46.40   21.16.58    0.65019E-02    0.38698E-02    0.75664E-02     30.8
20.46.48   21.17.06    0.66271E-03   -0.32084E-02    0.32761E-02    -78.3
20.46.56   21.17.14    0.93008E-02   -0.25180E-01    0.26842E-01    -69.7
20.47.04   21.17.22    0.18319E-01   -0.15457E-02    0.18384E-01     -4.8
20.47.12   21.17.30   -0.96420E-02    0.70339E-02    0.11935E-01    143.9
20.47.20   21.17.38    0.20369E-01    0.12332E-02    0.20406E-01      3.5
20.47.28   21.17.46    0.11476E-01   -0.12983E-02    0.11549E-01     -6.5
20.47.36   21.17.54    0.90148E-03   -0.29189E-02    0.30549E-02    -72.8
20.47.44   21.18.02   -0.20986E-02   -0.32788E-02    0.38928E-02   -122.6
20.47.52   21.18.10    0.57197E-02    0.11494E-01    0.12839E-01     63.5
20.48.00   21.18.18    0.25175E-01   -0.58582E-02    0.25848E-01    -13.1
20.48.08   21.18.26    0.14950E-01    0.13740E-01    0.20305E-01     42.6
20.48.16   21.18.34    0.14943E-01   -0.11269E-01    0.18716E-01    -37.0
20.48.24   21.18.42    0.11297E-01   -0.99989E-02    0.15087E-01    -41.5
20.48.32   21.18.50    0.67824E-02    0.19406E-01    0.20557E-01     70.7
20.48.40   21.18.58   -0.42365E-02   -0.15370E-01    0.15943E-01   -105.4
20.48.48   21.19.06    0.78977E-02   -0.15842E-01    0.17701E-01    -63.5
20.48.56   21.19.14    0.20322E-01    0.23710E-02    0.20460E-01      6.7
20.49.04   21.19.22    0.21297E-01    0.46886E-02    0.21807E-01     12.4
20.49.12   21.19.30   -0.63859E-02   -0.98374E-02    0.11728E-01   -123.0
20.49.20   21.19.38   -0.51172E-02   -0.81244E-02    0.96017E-02   -122.2
20.49.28   21.19.46    0.20049E-01   -0.61301E-02    0.20965E-01    -17.0
20.49.36   21.19.53    0.24946E-03    0.16523E-02    0.16710E-02     81.4
20.49.44   21.20.01   -0.26121E-02   -0.17083E-01    0.17282E-01    -98.7
20.49.52   21.20.09    0.18529E-01    0.42999E-02    0.19021E-01     13.1
20.50.00   21.20.17    0.77781E-02   -0.63924E-02    0.10068E-01    -39.4
20.50.08   21.20.25    0.56491E-02   -0.98204E-02    0.11329E-01    -60.1
20.50.16   21.20.33   -0.63302E-02    0.21761E-01    0.22663E-01    106.2
20.50.24   21.20.41    0.12388E-01    0.28350E-02    0.12708E-01     12.9
20.50.32   21.20.49    0.10517E-01    0.32212E-02    0.10999E-01     17.0
20.50.40   21.20.57   -0.14002E-01    0.30259E-02    0.14325E-01    167.8
20.50.48   21.21.05   -0.33455E-02   -0.98284E-02    0.10382E-01   -108.8
20.50.56   21.21.13    0.81994E-02   -0.24115E-01    0.25471E-01    -71.2
20.51.04   21.21.21    0.46200E-02    0.11936E-01    0.12799E-01     68.8
20.51.12   21.21.29    0.18787E-01   -0.63098E-02    0.19818E-01    -18.6
